coment,manifest_atendimento
"o plugin está desatualizado e vulnerável segundo mensagem recebida, mas está na última versão homologada pela TIC.",reclamação
Fui muito bem atendido.,elogio
A funcionária atendeu de forma rápida e protiva,neutro
Estava ocorrendo um problema na conexão de rede.,neutro
Excelente trabalho do apoio local!,elogio
tenho que solicitar ao coordenador a liberação por isso não foi resolvido.,reclamação
"Atendimento eficiente, dentro do tempo estimado e com resultado satisfatório",elogio
Fui prontamente atendido. Pena que o chamado anterior demorou a ser resolvido.,elogio
excelente atendimento,elogio
Atendente muito atencioso e solícito.,elogio
"Ótimo atendimento, a técnica foi bastante cortez.",elogio
OTIMO!,elogio
"Muito rápido e elucidativo, obrigado.",elogio
Grato.,elogio
Creio que vieram aqui mas perguntaram por outra pessoa. E não é troca de cavo de rede. É habilitação do ponto que não possui sinal de rede. Só trocar o cabo não resolveria.,reclamação
Ótimo atendimento,elogio
"Operador apresenta comprometimento com a empresa. Mesmo que a ligação tenha caído por duas vezes , ele deu continuidade no atendimento e retorno a ligação. Parabéns ao Glayson.",neutro
Grato!,elogio
"Ok, muito obrigado pelo pronto atendimento.",elogio
MUITO SATISFEITO,elogio
Perdi mais de 2 horas do meu trabalho para tentar instalar a certificação digital sem sucesso. Desde o início informei a atendente que se não fosse possível a mesma deveria enviar apoio local. ,reclamação
Atendimento ágil e eficiente.,elogio
Rápido e eficiente,elogio
Atendimento rápido e excelente,elogio
Excelente atendimenbto.,elogio
O atendente de hoje foi bastante eficaz. Tive esse mesmo problema no início do mês e o atendente daquele dia não conseguiu solucionar este mesmo problema,elogio
otimo atendimento.,elogio
foi otimo,elogio
excelente atendimento,elogio
Excelente atendimento rapido e preciso.,elogio
Atendimento eficiente,elogio
Atendimento ágil e eficiente!,elogio
Atendente muito atenciosa e prestativa! Ótimo atendimento!,elogio
O atendimento foi rápido e eficiente.,elogio
sc,neutro
"EXCELENTE ATENDIMENTO PARABÉNS PELA DESTREZA ,ATENÇÃO E  RAPIDEZ  ",elogio
Resolvido com sucesso,elogio
Chamado foi fechado e não fui informada que estava sendo fechado. Poderiam ter ligado para meu ramal ou enviado um notes com a resposta do chamado antes de enviar a pesquisa de satisfação.,reclamação
otimo trabalho,elogio
"Parabens! o tempo de implementação foi longo mas ao final a qualidade ficou ótima e o responsável deu um retorno ao usuário no final. Deixaria apenasa sugestão de conatos intermediários aos solicitantes, de modo que os mesmos tenham conhecimento dos avanços parciais para a solução do problema.",elogio
Demora excessiva.,reclamação
ótimo atendimento,elogio
O pessoal entrou em contato para resolver o problema mas hoje 27/fev/15 as 07:30 os ramais 6905 e 6687 da rota 855 não receberam ligação externa com o mesmo sintoma: ao atenter a ligação caiu. Gostaria de reativar o chamado. Obrigado.,reclamação
Excelente!,elogio
"Sofremos um descaso, aonde o problema não foi resolvido e o tecnico não retornou. O gerente está sem imprimir desde 05/02/2015,  sempre informamos que a necessidade é crítica e nada é feito para solucionar o problema.",reclamação
Muito bom o serviço realizado e bem coordenado. O pessoal foi bastante prestativo e rápido.,elogio
"Demora de  2 semanas para  realização de uma simples troca de teclado , alegando ser fornecimento externo.",reclamação
"Recebi da minha gerência um KIT para participar de vídeo conferências no leptop. O apoio local instalou a câmera e o head set. Um terceiro equipamento que parece ser um amplificador, nem o apoio local nem o profissional do 881 soube informar para que servia!!!!!! Quando perguntei porque havia o referido equipamento no KIT, responderam que eu havia solicitado!!!  Depois de três atendimentos com diagnósticos diferentes para o insucesso de me permitir participar da VC, fiz um novo chamado, que ora avalio, e após mais de uma hora aguardando, tive acesso a sala de vídeo, podia ser ouvido mas não conseguia ouvir. Assim o equipamento está sem uso e eu fora das VCs, não tenho como perder mais manhãs de trabalho sem a certeza que terei resultado.",reclamação
Foi informado para quem a solicitação deveria ser encaminhada.,neutro
excelente ,elogio
"Gostaria de agradecer mais uma vez o atendimento da Aline da Silva de Carvalho pela presteza, rapidez e cordialidade durante toda a solução. Muito obrigado",elogio
Excelente trabalho realizado pelo Felipe,elogio
"Não foi resolvido a deficiência. Quero o Ramal e o telefone de contato. E, onde hoje está o telefone de contato é para colocar meu celular 99324-1904",reclamação
Atendeu protamente conforme solicitado.,elogio
"Nos chamados de instalação de softwares sugiro que o prestador de serviço não se ausente do local, pois quando ocorre algum erro durante a instalação isto implica a perda de tempo, desnecessária, devido a ausência do mesmo.",reclamação
"Problema repassado para apoio local, porém ainda não resolvido.",neutro
"O chamado foi atendido, porém o resultado não foi o esperado. De qualquer jeito, agradeço a presteza e cordialidade do atendimento.",neutro
"Inicialmente fiquei alguns minutos no ramal sem ter a devida atenção do atendente, que me deixou esperando para conversar com alguém do lado, após esse tempo o atendente me informou que estava trocando o turno era para eu aguarda na linha que o outro profissional efetuaria o atendimento, após isso foi desligada a ligação.",reclamação
"O problema foi resolvido, porém tive que fazer várias ligações pra o 881-9 para me manter informado sobre o STATUS do serviço, impactando numa tomada de decisão se seria necessário ou não aquisitar outro computador.",neutro
excelente atendimento,elogio
Nota 10 para o pessoal que me atendeu.,elogio
Fomos prontamente atendidos pelo apoio local. Parabens!,elogio
Fui atendido rapidamente. Parabens!,elogio
Excelente Atendimento!,elogio
"Ápós 3 dias, o sistema parece que normalizou.",reclamação
Atendeu protamente conforme solicitado.,elogio
Atendeu protamente conforme solicitado.,elogio
Atendeu protamente conforme solicitado.,elogio
Atendeu protamente conforme solicitado.,elogio
Atendeu protamente conforme solicitado.,elogio
Atendeu protamente conforme solicitado.,elogio
Atendeu protamente conforme solicitado.,elogio
"Antes de formalizar a solicitação, foi informado ao atendente do 881 que já existia pontos de rede no local para espetar os telefones ""IP"" , porem o mesmo alegou que seria necessário o técnico ir ao local para fazer a mudança(?!). O técnico esteve no local e não viu problema nesta mudança direta, já que a rede estava toda preparada para receber os ramais, mas ficou a disposição caso estivessemos algum problema. Os próprios funcionários fizeram a transferencia e instalação na rede sem qlq problema. Ramais operando normalmente. ",neutro
Atendimento Vip,neutro
"Ontem tívemos que abrir um novo chamado, pois o suporte da Beicip ainda está acessando as licenças do servidor de produção, para as features INTD e GEOMATH",reclamação
OBRIGADO,elogio
A insatisfação é resultante do atraso no atendimento e da falta de contato da TIC para dar ciência de que não poderia atender em prazo razoável.,reclamação
"O último atendimento feito pelo Suporte Avançado foi muito bom, mas os outros 2 atendimentos foram desastrosos e não conseguiram resolver um simples problema. Por isso a nota baixa.",reclamação
Foi passada informação incorreta e levado muito tempo para corrigi-la. ,reclamação
Chamado está pendende desde 20/FEV/2015,reclamação
SEMPRE OBRIGADO,elogio
"resolvido de forma rapida, percebe-se que detem grande conhecimento e dominio sobe o serviço",neutro
Atendimento efetuado com eficiência.,elogio
"Solicitei o serviço (notebook muito tempo sem acessar a rede petrobras) no dia 25/02 às 9:30 da manha e apesar de informar que estava fora da minha estacao de trabalho (estava no EDISEN e passei o endereço detalhado na abertura do chamado) encaminharam meu chamado para lá e somente hoje, 27/02 fui atendido. O serviço era emergencial e o notebook fez falta. A nota baixa é pela falta de atenção das pessoas reponsáveis pela execução do serviço.",reclamação
Eu não abri nenhum chamado. Não sei do que se trata o assunto.,reclamação
Depende de configurações no Sistema de consulta ao cadastro dos funcionários,neutro
"Fui muito bem atendido pelo técnico Servlo Eber, como sempre muito atencioso e prestativo.",elogio
Como a formação está aberta no SAP fomos orientados a procurar o RA da mesma pedindo a solução deste problema.,neutro
"O chamado foi temporariamente resolvido, pois algumas horas depois o problema retornou.",neutro
Fui atendido com eficiência e rapidez.,elogio
CHAMADO ENCERRADO SEM RESOLUÇÃO MUITO MENOS SEM NENHUMA SATISFAÇÃO,reclamação
Atendimento muito bom. Continuem assim.,elogio
AGRADEÇO MUITO O APOIO PRESTADO !,elogio
"Prezados,  Abri alguns chamados para reserva TSKV55, mas algumas salas não tiveram acesso ou estavam com problemas de conexão. Gostaria de lembrar que chequei a reserva de todas as salas, a atendente garantiu que todas as salas reservadas estariam abertas para a video mas infelizmente não foi o que aconteceu.",reclamação
"como sempre,  pessoal, sempre eficiente! ",elogio
"Atendimento realizado com presteza. Porém a solicitação via Botão TIC precisa ser revista. São muitas informações desnecessárias, com longo tempo para se concluir a solicitação. Sds  Ralfo",neutro
"não tenho como expressar tanta satisfação no atendimento que eu tive, Muito Obrigado.",elogio
"O problema do notebook continua, no entanto, o encaminhamento para a solucção está atendida.",neutro
gratos pela atenção.,elogio
gratos pelo apoio .,elogio
Atendimento foi rápido e eficiente.,elogio
"EXCELENTE PROFISSIONAL, COMPETENTE.",elogio
"Atendimento ágil, preciso.",elogio
"Quero registrar minha satisfação no atendimendo e eficiência do funcionário Paulo que fez a verificação do sistema como também atualizou os dados do programa. Ele é muito prestativo, paciente e empenhando. Parabéns!",elogio
Ontem dia 26 pela manhã busquei ajuda da TIC para o serviço. O atendente iniciou o procedimento e parou dizendo que voltaria a me contatar. Aguardei e isso não ocorreu. Consultei no sistema meu chamado e estava aberta a minha solicitação. Fiz uma reclamação por email. Hoje pela por vontal de onze e meia horário que fui atendido por outro profissional que me atendeu a contento concluindo muito bem o serviço. Esse conhecia como proceder.,reclamação
MUITO BOM!,elogio
obrigada,elogio
Estou esperando atendimento local ainda.,reclamação
"nada funciona quando o ramal muda, serviço fraco",reclamação
"NOTA MIL, PROBLEMA RESOLVIDO BEM RÁPIDO E ATENDENTE MUITO PRESTATIVA.",elogio
Bastou desligar e ligar novamente e meu problema foi resolvido em outro chamado.,reclamação
"Aguardei atendimento 24h, quando falei que era urgente e estava sem poder trabalhar.",reclamação
Parabenizo o Técnico Raymunbdo Vitória pela presteza no atendimento.,elogio
O acesso solicitado inclui acesso total a todas as subpastas da pasta NP2.,reclamação
Excelente atendimento.,elogio
Muito bom o atendimento local,elogio
"O atendimento foi feito em dois dias consecutivos, por dois atendentes diferentes. O primeiro atendente renomeou minha pasta de arquivamento (suponho que para reinstalar o Notes), e além de não conseguir resolver o problema, me deixou sem acesso às mensagens do arquivamento local.",reclamação
A atendente agiu de forma a solucionar o problema de maneira rápida e eficiente.,elogio
A atendente foi bastante eficiente com conhecimento de causa,elogio
Não existe relatório disponível com dado do centro de custos de depreciação como eu gostaria.,neutro
Excelente atendimento,elogio
ótimo,elogio
"GRATO, PARABÉNS. PELO BOM ATENDIMENTO.",elogio
Atendimento muito bom,elogio
muito bom,elogio
muito bom,elogio
O atendente foi muito solícito e prestativo.,elogio
muito bom,elogio
Tudo Ok.,neutro
atendimento realizado com presteza e profissionalismo,elogio
Solicitação atendida prontamente. Parabéns.,elogio
"Solicitei que fosse verificado o motivo pelo qual ao acionar a recuperação do correio de voz o ramal responde não ser possível completar a ligação tente mais tarde, mas recebi o manual de utilização e uma nova senha para resgate dos recados antigos. Ao tentar seguir o procedimento identifiquei que meu ramal não está com o serviço de Correio de Voz ativo, o que poderia ter sido identificado pela central ou pelo apoio local e não foi. Abri novo chamado para reativação do serviço - INC000022278165",reclamação
